neighbourhood_group,neighbourhood,price,room_type
Staten Island,New Springville,43,Private room
Manhattan,Lower East Side,449,Entire home/apt
Bronx,Parkchester,26,Shared room
Brooklyn,Prospect-Lefferts Gardens,38,Private room
Brooklyn,Williamsburg,110,Private room
Brooklyn,Bushwick,32,Private room
Brooklyn,Fort Greene,149,Entire home/apt
Brooklyn,Sheepshead Bay,130,Entire home/apt
Queens,Ditmars Steinway,75,Private room
Manhattan,West Village,350,Entire home/apt
Brooklyn,Fort Greene,62,Private room
Manhattan,East Village,110,Entire home/apt
Manhattan,Washington Heights,80,Private room
Manhattan,Kips Bay,120,Private room
Brooklyn,Crown Heights,57,Private room
Manhattan,East Village,239,Entire home/apt
Queens,Long Island City,84,Private room
Manhattan,East Harlem,44,Private room
Manhattan,Harlem,100,Private room
Manhattan,Chelsea,500,Entire home/apt
Manhattan,East Harlem,46,Private room
Queens,Flushing,140,Entire home/apt
Manhattan,East Harlem,41,Private room
Brooklyn,Bushwick,35,Private room
Brooklyn,Crown Heights,114,Entire home/apt
Queens,Elmhurst,57,Private room
Brooklyn,Bedford-Stuyvesant,40,Private room
Brooklyn,Bedford-Stuyvesant,60,Private room
Manhattan,NoHo,137,Entire home/apt
Manhattan,East Village,150,Entire home/apt
Brooklyn,Crown Heights,80,Private room
Brooklyn,Prospect-Lefferts Gardens,33,Private room
Brooklyn,East Flatbush,50,Private room
Brooklyn,Greenpoint,65,Private room
Brooklyn,Crown Heights,55,Private room
Queens,Flushing,39,Entire home/apt
Queens,Astoria,150,Private room
Manhattan,Upper East Side,197,Entire home/apt
Bronx,East Morrisania,65,Private room
Brooklyn,Bushwick,50,Private room
Brooklyn,Bushwick,50,Private room
Brooklyn,Prospect-Lefferts Gardens,130,Entire home/apt
Brooklyn,Flatbush,200,Entire home/apt
Manhattan,Harlem,45,Private room
Brooklyn,Bushwick,66,Private room
Brooklyn,Crown Heights,60,Private room
Brooklyn,Crown Heights,399,Entire home/apt
Manhattan,East Village,90,Private room
Manhattan,Washington Heights,33,Private room
Manhattan,Harlem,75,Private room
Manhattan,Hell's Kitchen,279,Entire home/apt
Brooklyn,Bedford-Stuyvesant,120,Entire home/apt
Manhattan,East Harlem,51,Private room
Manhattan,Hell's Kitchen,130,Private room
Queens,Ridgewood,90,Entire home/apt
Brooklyn,Williamsburg,100,Private room
Brooklyn,Flatlands,47,Private room
Brooklyn,Bedford-Stuyvesant,85,Private room
Manhattan,Upper West Side,99,Private room
Manhattan,Murray Hill,120,Entire home/apt
Brooklyn,Bushwick,60,Private room
Bronx,Morris Park,29,Private room
Manhattan,Upper West Side,170,Entire home/apt
Brooklyn,Williamsburg,45,Private room
Manhattan,Inwood,70,Private room
Manhattan,East Village,198,Entire home/apt
Brooklyn,Bushwick,87,Private room
Manhattan,Harlem,80,Entire home/apt
Manhattan,Harlem,250,Entire home/apt
Brooklyn,Bedford-Stuyvesant,152,Entire home/apt
Manhattan,Little Italy,95,Private room
Manhattan,Midtown,210,Entire home/apt
Brooklyn,Bedford-Stuyvesant,135,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,69,Entire home/apt
Brooklyn,Bedford-Stuyvesant,55,Private room
Manhattan,Lower East Side,90,Entire home/apt
Brooklyn,Bedford-Stuyvesant,45,Private room
Brooklyn,Bedford-Stuyvesant,80,Entire home/apt
Queens,Corona,37,Shared room
Manhattan,Harlem,130,Entire home/apt
Queens,Arverne,275,Entire home/apt
Brooklyn,Bushwick,150,Entire home/apt
Brooklyn,Bedford-Stuyvesant,200,Entire home/apt
Manhattan,Chelsea,230,Entire home/apt
Brooklyn,Bushwick,65,Private room
Brooklyn,Bedford-Stuyvesant,149,Entire home/apt
Manhattan,Midtown,690,Entire home/apt
Manhattan,Upper East Side,53,Private room
Brooklyn,Vinegar Hill,245,Private room
Brooklyn,Williamsburg,70,Private room
Manhattan,East Village,275,Entire home/apt
Manhattan,Harlem,113,Entire home/apt
Queens,Long Island City,56,Private room
Queens,Forest Hills,268,Entire home/apt
Brooklyn,Bushwick,75,Private room
Manhattan,Midtown,82,Private room
Brooklyn,Fort Greene,65,Private room
Brooklyn,Greenpoint,71,Entire home/apt
Brooklyn,Canarsie,89,Private room
Staten Island,Tompkinsville,59,Private room
Brooklyn,Williamsburg,50,Private room
Brooklyn,Crown Heights,100,Entire home/apt
Manhattan,Harlem,55,Private room
Queens,Forest Hills,69,Entire home/apt
Manhattan,Two Bridges,35,Private room
Manhattan,West Village,108,Private room
Brooklyn,Bedford-Stuyvesant,100,Entire home/apt
Brooklyn,Canarsie,75,Private room
Manhattan,Washington Heights,99,Entire home/apt
Brooklyn,Williamsburg,80,Private room
Brooklyn,Clinton Hill,158,Entire home/apt
Brooklyn,Bedford-Stuyvesant,50,Private room
Manhattan,West Village,250,Entire home/apt
Brooklyn,Williamsburg,100,Private room
Manhattan,Upper West Side,299,Entire home/apt
Manhattan,East Village,65,Private room
Manhattan,Upper West Side,175,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,90,Entire home/apt
Brooklyn,Bedford-Stuyvesant,120,Private room
Brooklyn,Greenpoint,150,Entire home/apt
Queens,Long Island City,61,Private room
Manhattan,East Village,175,Private room
Brooklyn,Crown Heights,150,Entire home/apt
Queens,Astoria,80,Private room
Brooklyn,East New York,100,Entire home/apt
Staten Island,West Brighton,75,Entire home/apt
Manhattan,Midtown,500,Private room
Queens,Elmhurst,115,Entire home/apt
Manhattan,East Village,150,Private room
Queens,Astoria,110,Entire home/apt
Manhattan,Hell's Kitchen,160,Private room
Manhattan,East Village,230,Entire home/apt
Queens,Astoria,120,Entire home/apt
Queens,Astoria,110,Entire home/apt
Brooklyn,Sunset Park,80,Entire home/apt
Manhattan,Murray Hill,199,Entire home/apt
Manhattan,Hell's Kitchen,280,Entire home/apt
Manhattan,Lower East Side,140,Entire home/apt
Brooklyn,Bedford-Stuyvesant,50,Private room
Brooklyn,Bedford-Stuyvesant,40,Private room
Brooklyn,Crown Heights,200,Entire home/apt
Brooklyn,Kensington,56,Private room
Queens,East Elmhurst,80,Private room
Brooklyn,Bushwick,154,Entire home/apt
Brooklyn,Greenpoint,63,Private room
Brooklyn,Williamsburg,125,Private room
Brooklyn,Crown Heights,99,Entire home/apt
Manhattan,Upper East Side,265,Entire home/apt
Brooklyn,Williamsburg,65,Private room
Brooklyn,Crown Heights,199,Entire home/apt
Queens,Forest Hills,45,Private room
Manhattan,Upper East Side,69,Private room
Brooklyn,Windsor Terrace,65,Private room
Manhattan,Upper West Side,82,Entire home/apt
Brooklyn,East New York,249,Entire home/apt
Manhattan,Morningside Heights,220,Entire home/apt
Brooklyn,Crown Heights,95,Entire home/apt
Brooklyn,Bushwick,34,Private room
Brooklyn,Bedford-Stuyvesant,190,Entire home/apt
Manhattan,East Village,160,Entire home/apt
Manhattan,East Harlem,85,Private room
Brooklyn,Cypress Hills,38,Private room
Manhattan,Chinatown,58,Private room
Manhattan,Midtown,179,Entire home/apt
Queens,Richmond Hill,40,Private room
Brooklyn,Sheepshead Bay,45,Private room
Manhattan,East Harlem,150,Entire home/apt
Manhattan,Hell's Kitchen,200,Entire home/apt
Manhattan,Gramercy,125,Entire home/apt
Queens,Forest Hills,50,Private room
Queens,Ridgewood,60,Private room
Manhattan,East Harlem,70,Private room
Manhattan,Chinatown,88,Private room
Manhattan,West Village,370,Entire home/apt
Manhattan,Harlem,100,Private room
Manhattan,Upper East Side,122,Entire home/apt
Brooklyn,Bedford-Stuyvesant,50,Private room
Queens,Astoria,60,Shared room
Brooklyn,Bushwick,50,Private room
Manhattan,East Harlem,60,Private room
Brooklyn,Sheepshead Bay,53,Private room
Brooklyn,Bushwick,150,Entire home/apt
Manhattan,Lower East Side,75,Private room
Brooklyn,Crown Heights,129,Entire home/apt
Brooklyn,Williamsburg,250,Entire home/apt
Manhattan,Washington Heights,98,Private room
Manhattan,Gramercy,99,Entire home/apt
Queens,Astoria,120,Entire home/apt
Manhattan,Upper West Side,120,Private room
Brooklyn,Flatbush,60,Private room
Queens,Flushing,89,Private room
Bronx,Mott Haven,40,Private room
Brooklyn,Greenpoint,150,Entire home/apt
Brooklyn,Canarsie,89,Private room
Queens,Ridgewood,49,Entire home/apt
Brooklyn,Bedford-Stuyvesant,60,Private room
Manhattan,Chelsea,500,Entire home/apt
Bronx,East Morrisania,75,Private room
Manhattan,Chelsea,169,Entire home/apt
Brooklyn,Williamsburg,150,Entire home/apt
Manhattan,East Village,120,Entire home/apt
Brooklyn,Bushwick,165,Entire home/apt
Manhattan,Upper West Side,72,Private room
Manhattan,Washington Heights,120,Entire home/apt
Brooklyn,Downtown Brooklyn,275,Entire home/apt
Queens,Jamaica,130,Entire home/apt
Staten Island,Midland Beach,90,Entire home/apt
Staten Island,Midland Beach,105,Entire home/apt
Manhattan,Upper West Side,190,Entire home/apt
Manhattan,East Harlem,82,Entire home/apt
Brooklyn,Vinegar Hill,69,Private room
Manhattan,East Village,99,Private room
Brooklyn,Downtown Brooklyn,58,Private room
Brooklyn,East Flatbush,100,Entire home/apt
Brooklyn,Prospect Heights,121,Entire home/apt
Brooklyn,Brighton Beach,95,Private room
Brooklyn,Bedford-Stuyvesant,389,Entire home/apt
Brooklyn,Williamsburg,90,Entire home/apt
Manhattan,East Harlem,75,Private room
Brooklyn,Windsor Terrace,150,Entire home/apt
Brooklyn,Kensington,35,Private room
Brooklyn,Bedford-Stuyvesant,45,Private room
Staten Island,"Bay Terrace, Staten Island",150,Entire home/apt
Manhattan,Upper West Side,190,Entire home/apt
Brooklyn,Crown Heights,199,Entire home/apt
Bronx,Bronxdale,35,Private room
Queens,Queens Village,75,Private room
Queens,Woodside,40,Private room
Manhattan,Harlem,99,Private room
Brooklyn,Bushwick,75,Private room
Queens,Ditmars Steinway,40,Private room
Brooklyn,Carroll Gardens,180,Entire home/apt
Brooklyn,Williamsburg,91,Private room
Brooklyn,Williamsburg,55,Private room
Manhattan,Lower East Side,120,Private room
Manhattan,Kips Bay,69,Private room
Manhattan,Harlem,60,Private room
Manhattan,Midtown,333,Entire home/apt
Queens,Flushing,50,Private room
Queens,Sunnyside,60,Private room
Queens,Arverne,150,Entire home/apt
Brooklyn,Williamsburg,150,Entire home/apt
Brooklyn,East Flatbush,89,Private room
Manhattan,Hell's Kitchen,135,Entire home/apt
Queens,Rego Park,115,Entire home/apt
Queens,Richmond Hill,100,Entire home/apt
Manhattan,Upper West Side,76,Private room
Brooklyn,Fort Greene,110,Entire home/apt
Brooklyn,Clinton Hill,60,Private room
Queens,East Elmhurst,40,Private room
Brooklyn,Williamsburg,50,Private room
Queens,Astoria,49,Private room
Manhattan,Nolita,200,Entire home/apt
Manhattan,Harlem,65,Entire home/apt
Brooklyn,Williamsburg,68,Private room
Manhattan,Midtown,199,Entire home/apt
Queens,Elmhurst,80,Private room
Queens,Jamaica Hills,50,Private room
Queens,Ridgewood,78,Private room
Brooklyn,Bedford-Stuyvesant,65,Private room
Brooklyn,Williamsburg,55,Private room
Manhattan,Harlem,63,Private room
Queens,Flushing,43,Private room
Manhattan,Hell's Kitchen,140,Private room
Bronx,Westchester Square,72,Entire home/apt
Queens,Sunnyside,199,Entire home/apt
Brooklyn,Bedford-Stuyvesant,90,Private room
Queens,Woodhaven,55,Private room
Brooklyn,Carroll Gardens,120,Entire home/apt
Manhattan,Lower East Side,135,Entire home/apt
Brooklyn,Bedford-Stuyvesant,80,Private room
Manhattan,Upper East Side,154,Private room
Manhattan,Upper West Side,175,Entire home/apt
Manhattan,Harlem,80,Entire home/apt
Brooklyn,Bushwick,50,Private room
Manhattan,Upper East Side,125,Entire home/apt
Brooklyn,Kensington,150,Entire home/apt
Manhattan,Hell's Kitchen,174,Private room
Brooklyn,Bushwick,40,Private room
Bronx,Williamsbridge,45,Private room
Manhattan,Upper West Side,100,Private room
Brooklyn,Bushwick,50,Private room
Brooklyn,Greenpoint,115,Entire home/apt
Manhattan,Chelsea,175,Entire home/apt
Manhattan,Harlem,130,Entire home/apt
Queens,Jamaica,63,Entire home/apt
Brooklyn,Prospect Heights,130,Entire home/apt
Manhattan,Hell's Kitchen,275,Entire home/apt
Manhattan,Harlem,130,Entire home/apt
Manhattan,East Village,154,Entire home/apt
Brooklyn,Greenpoint,43,Private room
Brooklyn,Bay Ridge,225,Shared room
Brooklyn,Bushwick,60,Private room
Queens,Sunnyside,60,Private room
Manhattan,Upper East Side,180,Entire home/apt
Brooklyn,Bedford-Stuyvesant,150,Private room
Brooklyn,Columbia St,169,Entire home/apt
Brooklyn,East New York,83,Entire home/apt
Queens,Richmond Hill,40,Private room
Queens,Ditmars Steinway,75,Private room
Brooklyn,Crown Heights,89,Entire home/apt
Brooklyn,South Slope,150,Entire home/apt
Brooklyn,Bedford-Stuyvesant,68,Entire home/apt
Manhattan,Midtown,200,Entire home/apt
Brooklyn,Columbia St,144,Entire home/apt
Brooklyn,Boerum Hill,150,Entire home/apt
Manhattan,East Village,75,Private room
Brooklyn,Bedford-Stuyvesant,150,Entire home/apt
Manhattan,Upper East Side,105,Private room
Manhattan,Midtown,350,Entire home/apt
Brooklyn,Williamsburg,200,Entire home/apt
Brooklyn,Bedford-Stuyvesant,150,Entire home/apt
Queens,Sunnyside,98,Private room
Brooklyn,Bedford-Stuyvesant,122,Entire home/apt
Brooklyn,Williamsburg,90,Private room
Brooklyn,Clinton Hill,450,Entire home/apt
Queens,Ditmars Steinway,125,Entire home/apt
Manhattan,East Harlem,185,Private room
Manhattan,Midtown,359,Private room
Queens,Ditmars Steinway,39,Private room
Queens,Sunnyside,65,Private room
Queens,Fresh Meadows,60,Private room
Brooklyn,Bedford-Stuyvesant,170,Entire home/apt
Brooklyn,Bedford-Stuyvesant,60,Private room
Manhattan,East Harlem,200,Entire home/apt
Queens,South Ozone Park,50,Entire home/apt
Manhattan,Upper West Side,206,Entire home/apt
Queens,Astoria,50,Private room
Manhattan,Murray Hill,222,Entire home/apt
Manhattan,Murray Hill,175,Entire home/apt
Brooklyn,Prospect-Lefferts Gardens,90,Entire home/apt
Brooklyn,South Slope,196,Entire home/apt
Manhattan,Chelsea,170,Entire home/apt
Queens,Sunnyside,70,Private room
Manhattan,SoHo,899,Entire home/apt
Queens,Sunnyside,78,Private room
Manhattan,Midtown,399,Entire home/apt
Manhattan,Morningside Heights,120,Entire home/apt
Brooklyn,Williamsburg,55,Private room
Brooklyn,Greenpoint,189,Entire home/apt
Brooklyn,Bath Beach,95,Entire home/apt
Queens,Long Island City,70,Private room
Brooklyn,Bedford-Stuyvesant,60,Private room
Brooklyn,Bushwick,45,Private room
Brooklyn,Crown Heights,120,Entire home/apt
Staten Island,West Brighton,37,Private room
Brooklyn,Prospect-Lefferts Gardens,125,Entire home/apt
Brooklyn,Bushwick,50,Private room
Brooklyn,Bedford-Stuyvesant,75,Entire home/apt
Manhattan,Upper East Side,80,Entire home/apt
Brooklyn,Crown Heights,60,Private room
Manhattan,Washington Heights,68,Private room
Brooklyn,Williamsburg,300,Entire home/apt
Brooklyn,Crown Heights,75,Private room
Queens,Howard Beach,89,Private room
Brooklyn,Crown Heights,53,Private room
Queens,Ditmars Steinway,62,Private room
Brooklyn,Bedford-Stuyvesant,100,Entire home/apt
Manhattan,West Village,300,Entire home/apt
Brooklyn,Greenpoint,83,Entire home/apt
Brooklyn,Bushwick,60,Private room
Brooklyn,Bushwick,30,Private room
Queens,East Elmhurst,118,Entire home/apt
Brooklyn,Williamsburg,150,Entire home/apt
Brooklyn,Greenpoint,92,Private room
Brooklyn,Greenpoint,99,Entire home/apt
Brooklyn,Prospect Heights,124,Entire home/apt
Queens,Little Neck,45,Private room
Brooklyn,Williamsburg,175,Entire home/apt
Manhattan,Harlem,147,Entire home/apt
Brooklyn,Crown Heights,75,Entire home/apt
Queens,St. Albans,99,Entire home/apt
Queens,Flushing,120,Entire home/apt
Brooklyn,Bedford-Stuyvesant,47,Private room
Brooklyn,Bushwick,157,Entire home/apt
Brooklyn,East Flatbush,80,Private room
Brooklyn,Crown Heights,69,Private room
Brooklyn,Flatbush,250,Entire home/apt
Manhattan,Greenwich Village,175,Entire home/apt
Bronx,Bronxdale,45,Private room
Manhattan,Washington Heights,80,Entire home/apt
Brooklyn,Williamsburg,217,Entire home/apt
Manhattan,Upper East Side,129,Entire home/apt
Manhattan,East Harlem,199,Entire home/apt
Bronx,North Riverdale,119,Private room
Brooklyn,Bushwick,195,Entire home/apt
Manhattan,Harlem,80,Private room
Manhattan,Upper East Side,126,Entire home/apt
Brooklyn,Bushwick,55,Private room
Brooklyn,Prospect-Lefferts Gardens,100,Entire home/apt
Brooklyn,Brownsville,59,Private room
Manhattan,Upper West Side,51,Private room
Brooklyn,Bushwick,250,Private room
Brooklyn,Crown Heights,150,Private room
Brooklyn,Williamsburg,800,Entire home/apt
Manhattan,Upper West Side,140,Private room
Brooklyn,Bedford-Stuyvesant,95,Private room
Manhattan,Flatiron District,600,Entire home/apt
Manhattan,Chelsea,40,Private room
Queens,Sunnyside,85,Private room
Manhattan,Harlem,150,Entire home/apt
Brooklyn,Bedford-Stuyvesant,60,Private room
Manhattan,Upper East Side,149,Entire home/apt
Brooklyn,Crown Heights,40,Private room
Manhattan,Kips Bay,69,Private room
Manhattan,Civic Center,300,Entire home/apt
Brooklyn,Columbia St,149,Entire home/apt
Manhattan,Upper East Side,120,Private room
Brooklyn,Bushwick,40,Private room
Manhattan,Upper West Side,270,Entire home/apt
Manhattan,Financial District,200,Entire home/apt
Manhattan,Upper West Side,120,Entire home/apt
Brooklyn,Crown Heights,50,Private room
Manhattan,West Village,290,Entire home/apt
Brooklyn,Bensonhurst,100,Entire home/apt
Brooklyn,Bedford-Stuyvesant,250,Entire home/apt
Queens,Sunnyside,45,Private room
Brooklyn,Bedford-Stuyvesant,85,Entire home/apt
Manhattan,Hell's Kitchen,300,Entire home/apt
Queens,Ditmars Steinway,35,Private room
Manhattan,East Harlem,55,Private room
Brooklyn,Gowanus,225,Entire home/apt
Brooklyn,Sheepshead Bay,78,Entire home/apt
Brooklyn,Flatlands,49,Private room
Manhattan,Hell's Kitchen,130,Entire home/apt
Brooklyn,Flatbush,115,Entire home/apt
Brooklyn,Clinton Hill,59,Private room
Brooklyn,Bushwick,32,Private room
Brooklyn,Bedford-Stuyvesant,45,Private room
Brooklyn,Bedford-Stuyvesant,70,Private room
Brooklyn,Flatbush,99,Entire home/apt
Queens,Maspeth,105,Entire home/apt
Queens,Ditmars Steinway,160,Entire home/apt
Manhattan,Morningside Heights,114,Entire home/apt
Brooklyn,Bedford-Stuyvesant,55,Private room
Queens,Flushing,120,Entire home/apt
Brooklyn,Williamsburg,55,Private room
Queens,Astoria,160,Private room
Brooklyn,Crown Heights,110,Entire home/apt
Manhattan,Harlem,60,Private room
Manhattan,Hell's Kitchen,130,Entire home/apt
Manhattan,Hell's Kitchen,115,Shared room
Manhattan,Chinatown,150,Entire home/apt
Brooklyn,Park Slope,100,Entire home/apt
Brooklyn,Bushwick,85,Private room
Queens,Elmhurst,55,Private room
Brooklyn,Crown Heights,55,Private room
Manhattan,Financial District,90,Private room
Manhattan,Two Bridges,80,Private room
Brooklyn,Bedford-Stuyvesant,150,Private room
Manhattan,Nolita,350,Entire home/apt
Brooklyn,Canarsie,110,Private room
Manhattan,Hell's Kitchen,164,Entire home/apt
Queens,Ridgewood,42,Private room
Manhattan,West Village,325,Entire home/apt
Manhattan,East Village,140,Entire home/apt
Queens,Ridgewood,75,Entire home/apt
Brooklyn,Kensington,66,Private room
Brooklyn,Kensington,66,Private room
Manhattan,East Harlem,95,Private room
Manhattan,Lower East Side,115,Private room
Manhattan,Harlem,60,Private room
Staten Island,Fort Wadsworth,800,Entire home/apt
Brooklyn,Park Slope,200,Entire home/apt
Queens,Astoria,112,Private room
Queens,Kew Gardens,100,Entire home/apt
Queens,Rosedale,84,Private room
Queens,Rosedale,62,Private room
Brooklyn,Bedford-Stuyvesant,35,Private room
Queens,Rosedale,62,Private room
Queens,Long Island City,115,Entire home/apt
Bronx,Longwood,155,Entire home/apt
Brooklyn,Bedford-Stuyvesant,165,Entire home/apt
Brooklyn,Crown Heights,60,Private room
Brooklyn,Park Slope,400,Entire home/apt
Brooklyn,Bay Ridge,90,Entire home/apt
Manhattan,Battery Park City,90,Private room
Brooklyn,Williamsburg,75,Private room
Brooklyn,Bedford-Stuyvesant,55,Private room
Manhattan,Harlem,120,Private room
Bronx,Riverdale,600,Private room
Brooklyn,Crown Heights,72,Private room
Brooklyn,Bedford-Stuyvesant,120,Private room
Manhattan,Murray Hill,200,Entire home/apt
Brooklyn,Clinton Hill,99,Entire home/apt
Brooklyn,Bedford-Stuyvesant,40,Private room
Manhattan,Theater District,185,Entire home/apt
Manhattan,Lower East Side,90,Private room
Manhattan,Greenwich Village,615,Entire home/apt
Manhattan,Financial District,180,Entire home/apt
Brooklyn,Bushwick,75,Private room
Queens,St. Albans,80,Entire home/apt
Brooklyn,Greenpoint,90,Entire home/apt
Manhattan,Gramercy,179,Entire home/apt
Brooklyn,Williamsburg,269,Entire home/apt
Brooklyn,Park Slope,106,Entire home/apt
Manhattan,Kips Bay,110,Private room
Bronx,Riverdale,800,Shared room
Manhattan,Harlem,60,Private room
Manhattan,Upper West Side,219,Entire home/apt
Manhattan,Harlem,150,Entire home/apt
Manhattan,Upper West Side,289,Entire home/apt
Manhattan,Upper West Side,55,Private room
Manhattan,Kips Bay,139,Private room
Queens,Richmond Hill,65,Entire home/apt
Manhattan,Theater District,239,Entire home/apt
Manhattan,Hell's Kitchen,110,Private room
Manhattan,Upper West Side,89,Private room
Bronx,East Morrisania,0,Private room
Brooklyn,Bedford-Stuyvesant,150,Entire home/apt
Queens,Corona,45,Shared room
Manhattan,Morningside Heights,55,Private room
Manhattan,Washington Heights,55,Private room
Manhattan,Chelsea,164,Entire home/apt
Manhattan,Harlem,65,Shared room
Brooklyn,Columbia St,63,Private room
Manhattan,Harlem,70,Private room
Brooklyn,Greenpoint,120,Entire home/apt
Manhattan,East Harlem,82,Private room
Manhattan,East Village,56,Private room
Brooklyn,Bedford-Stuyvesant,80,Private room
Manhattan,Hell's Kitchen,139,Entire home/apt
Queens,Ozone Park,110,Entire home/apt
Brooklyn,Williamsburg,60,Private room
Manhattan,Harlem,70,Private room
Manhattan,East Harlem,69,Private room
Brooklyn,Bedford-Stuyvesant,45,Shared room
Manhattan,Kips Bay,58,Private room
Brooklyn,Bushwick,110,Private room
Manhattan,Harlem,80,Private room
Queens,Elmhurst,51,Private room
Brooklyn,Brownsville,50,Private room
Manhattan,Hell's Kitchen,273,Entire home/apt
Manhattan,Midtown,212,Entire home/apt
Brooklyn,Crown Heights,54,Private room
Brooklyn,Carroll Gardens,170,Entire home/apt
Manhattan,Financial District,102,Private room
Brooklyn,Bedford-Stuyvesant,50,Private room
Brooklyn,Bedford-Stuyvesant,85,Private room
Brooklyn,Bedford-Stuyvesant,80,Private room
Brooklyn,Bushwick,50,Private room
Manhattan,Harlem,86,Private room
Manhattan,Theater District,136,Private room
Brooklyn,East New York,79,Shared room
Brooklyn,Williamsburg,211,Entire home/apt
Bronx,Westchester Square,70,Entire home/apt
Brooklyn,East New York,159,Shared room
Brooklyn,Bushwick,55,Private room
Brooklyn,East New York,119,Private room
Brooklyn,Fort Hamilton,120,Entire home/apt
Manhattan,Harlem,71,Entire home/apt
Manhattan,Gramercy,170,Entire home/apt
Brooklyn,Crown Heights,70,Entire home/apt
Brooklyn,Williamsburg,80,Private room
Manhattan,Harlem,50,Private room
Manhattan,Lower East Side,80,Private room
Manhattan,Kips Bay,129,Entire home/apt
Manhattan,East Harlem,99,Entire home/apt
Manhattan,Harlem,49,Private room
Brooklyn,Prospect Heights,125,Entire home/apt
Manhattan,Upper East Side,150,Entire home/apt
Queens,Long Island City,30,Private room
Brooklyn,Williamsburg,144,Entire home/apt
Bronx,East Morrisania,55,Private room
Brooklyn,Bedford-Stuyvesant,170,Entire home/apt
Manhattan,Harlem,185,Entire home/apt
Queens,Elmhurst,120,Entire home/apt
Manhattan,East Village,174,Entire home/apt
Brooklyn,Greenpoint,125,Entire home/apt
Manhattan,Washington Heights,60,Private room
Manhattan,East Harlem,73,Private room
Manhattan,Midtown,105,Private room
Brooklyn,Fort Hamilton,85,Entire home/apt
Manhattan,Upper West Side,300,Entire home/apt
Manhattan,Gramercy,150,Private room
Brooklyn,Flatbush,130,Private room
Queens,Jackson Heights,80,Private room
Brooklyn,Boerum Hill,140,Entire home/apt
Brooklyn,Borough Park,75,Private room
Brooklyn,Williamsburg,300,Entire home/apt
Manhattan,East Village,69,Shared room
Queens,College Point,53,Private room
Manhattan,Kips Bay,79,Private room
Manhattan,Midtown,409,Entire home/apt
Queens,Astoria,600,Entire home/apt
Brooklyn,Crown Heights,38,Private room
Manhattan,East Village,185,Entire home/apt
Brooklyn,Greenpoint,175,Entire home/apt
Manhattan,Upper East Side,115,Entire home/apt
Brooklyn,Bushwick,50,Private room
Brooklyn,Fort Greene,75,Private room
Brooklyn,Bedford-Stuyvesant,1000,Private room
Brooklyn,Prospect-Lefferts Gardens,70,Entire home/apt
Brooklyn,Bedford-Stuyvesant,85,Private room
Manhattan,SoHo,250,Entire home/apt
Brooklyn,Bushwick,40,Private room
Brooklyn,Bedford-Stuyvesant,50,Private room
Manhattan,Chelsea,162,Entire home/apt
Manhattan,Hell's Kitchen,250,Entire home/apt
Queens,Woodside,35,Private room
Queens,Long Island City,295,Entire home/apt
Brooklyn,Canarsie,75,Private room
Queens,Corona,45,Shared room
Brooklyn,Bedford-Stuyvesant,38,Private room
Manhattan,Upper West Side,61,Private room
Manhattan,Gramercy,340,Entire home/apt
Manhattan,Midtown,170,Entire home/apt
Manhattan,SoHo,80,Private room
Brooklyn,Park Slope,94,Private room
Brooklyn,Bushwick,54,Private room
Brooklyn,Greenpoint,80,Private room
Bronx,Norwood,58,Entire home/apt
Manhattan,East Village,120,Entire home/apt
Queens,Douglaston,45,Private room
Brooklyn,Williamsburg,120,Entire home/apt
Bronx,Claremont Village,70,Private room
Brooklyn,Williamsburg,215,Entire home/apt
Manhattan,Upper West Side,250,Entire home/apt
Brooklyn,Sunset Park,72,Entire home/apt
Manhattan,East Village,181,Entire home/apt
Manhattan,Harlem,85,Private room
Brooklyn,East Flatbush,80,Private room
Manhattan,Financial District,115,Private room
Brooklyn,Bedford-Stuyvesant,50,Private room
Brooklyn,Williamsburg,255,Entire home/apt
Brooklyn,Bay Ridge,120,Entire home/apt
Brooklyn,Greenpoint,61,Private room
Manhattan,Harlem,65,Private room
Brooklyn,Greenpoint,55,Private room
Brooklyn,Crown Heights,298,Entire home/apt
Manhattan,Midtown,672,Entire home/apt
Bronx,Kingsbridge,100,Entire home/apt
Brooklyn,Downtown Brooklyn,199,Entire home/apt
Queens,Astoria,60,Private room
Manhattan,Upper West Side,130,Entire home/apt
Brooklyn,Bushwick,80,Private room
Manhattan,Greenwich Village,200,Entire home/apt
Brooklyn,East Flatbush,66,Private room
Brooklyn,Bedford-Stuyvesant,165,Entire home/apt
Manhattan,Murray Hill,350,Entire home/apt
Queens,Briarwood,85,Private room
Brooklyn,Boerum Hill,150,Entire home/apt
Queens,Flushing,100,Entire home/apt
Manhattan,Harlem,90,Private room
Manhattan,East Village,144,Private room
Brooklyn,Park Slope,90,Private room
Brooklyn,Greenpoint,210,Entire home/apt
Manhattan,Greenwich Village,350,Entire home/apt
Staten Island,St. George,68,Private room
Queens,Astoria,60,Private room
Queens,Astoria,60,Private room
Manhattan,Upper East Side,127,Entire home/apt
Queens,Forest Hills,60,Entire home/apt
Manhattan,Upper West Side,60,Private room
Brooklyn,East Flatbush,110,Entire home/apt
Bronx,Concourse,69,Entire home/apt
Brooklyn,Williamsburg,70,Private room
Manhattan,Harlem,125,Entire home/apt
